,temp,solarradiation,humidity,wspd,timestamp
4408,23.1,743.0,44.58,22.9,2020-07-02 17:00:00
4409,22.2,546.0,46.83,24.9,2020-07-02 18:00:00
4410,21.0,387.0,53.59,23.5,2020-07-02 19:00:00
4411,20.1,187.0,53.16,25.7,2020-07-02 20:00:00
4412,18.9,32.0,58.76,20.5,2020-07-02 21:00:00
4413,18.0,0.0,67.43,18.0,2020-07-02 22:00:00
4414,17.4,0.0,71.89,18.5,2020-07-02 23:00:00
4415,17.1,0.0,73.55,17.9,2020-07-03 00:00:00
4416,16.6,0.0,73.5,19.7,2020-07-03 01:00:00
4417,16.5,0.0,75.35,21.6,2020-07-03 02:00:00
4418,16.4,0.0,74.22,19.7,2020-07-03 03:00:00
4419,16.1,0.0,75.02,20.3,2020-07-03 04:00:00
4420,16.0,0.0,73.81,21.8,2020-07-03 05:00:00
4421,16.0,0.0,72.97,17.8,2020-07-03 06:00:00
4422,16.1,25.0,73.21,20.0,2020-07-03 07:00:00
4423,17.9,149.0,67.49,20.6,2020-07-03 08:00:00
4424,19.1,347.0,63.92,22.1,2020-07-03 09:00:00
4425,21.0,483.0,56.36,21.8,2020-07-03 10:00:00
4426,22.5,513.0,53.39,23.4,2020-07-03 11:00:00
4427,22.7,866.0,50.04,21.1,2020-07-03 12:00:00
4428,23.5,962.0,47.76,21.1,2020-07-03 13:00:00
4429,24.0,950.0,44.27,21.8,2020-07-03 14:00:00
4430,24.1,927.0,43.22,24.1,2020-07-03 15:00:00
4431,23.6,862.0,45.06,23.3,2020-07-03 16:00:00
4432,23.1,742.0,51.26,24.9,2020-07-03 17:00:00
4433,22.1,579.0,51.17,23.8,2020-07-03 18:00:00
4434,21.5,393.0,53.75,24.6,2020-07-03 19:00:00
4435,20.1,192.0,58.85,24.5,2020-07-03 20:00:00
4436,18.6,35.0,63.98,23.6,2020-07-03 21:00:00
4437,17.9,0.0,66.73,24.6,2020-07-03 22:00:00
4438,17.1,0.0,71.22,22.8,2020-07-03 23:00:00
4439,17.0,0.0,72.31,14.6,2020-07-04 00:00:00
4440,17.0,0.0,74.08,13.5,2020-07-04 01:00:00
4441,16.6,0.0,74.86,13.9,2020-07-04 02:00:00
4442,17.0,0.0,71.47,10.5,2020-07-04 03:00:00
4443,16.6,0.0,77.49,15.0,2020-07-04 04:00:00
4444,16.6,0.0,78.64,15.8,2020-07-04 05:00:00
4445,17.0,0.0,76.43,16.2,2020-07-04 06:00:00
4446,17.5,26.0,74.03,16.0,2020-07-04 07:00:00
4447,20.4,154.0,64.08,17.4,2020-07-04 08:00:00
4448,22.4,338.0,59.02,15.8,2020-07-04 09:00:00
4449,24.0,512.0,54.61,15.4,2020-07-04 10:00:00
4450,26.5,606.0,50.47,15.5,2020-07-04 11:00:00
4451,29.1,829.0,42.25,13.8,2020-07-04 12:00:00
4452,30.6,917.0,40.34,12.4,2020-07-04 13:00:00
4453,31.6,951.0,35.76,16.4,2020-07-04 14:00:00
4454,32.6,933.0,31.98,17.0,2020-07-04 15:00:00
4455,32.1,861.0,32.21,18.9,2020-07-04 16:00:00
4456,31.2,737.0,34.72,19.4,2020-07-04 17:00:00
4457,30.0,576.0,39.82,19.0,2020-07-04 18:00:00
4458,28.0,395.0,38.58,23.3,2020-07-04 19:00:00
4459,25.9,185.0,38.93,23.8,2020-07-04 20:00:00
4460,23.8,26.0,45.03,21.3,2020-07-04 21:00:00
4461,22.5,0.0,52.3,22.1,2020-07-04 22:00:00
4462,22.4,0.0,53.46,20.2,2020-07-04 23:00:00
4463,21.9,0.0,57.86,17.3,2020-07-05 00:00:00
4464,21.0,0.0,63.03,12.4,2020-07-05 01:00:00
4465,20.5,0.0,67.17,15.2,2020-07-05 02:00:00
4466,20.1,0.0,70.73,14.1,2020-07-05 03:00:00
4467,20.4,0.0,69.47,13.7,2020-07-05 04:00:00
4468,20.0,0.0,71.29,13.3,2020-07-05 05:00:00
4469,19.6,0.0,74.08,13.5,2020-07-05 06:00:00
4470,20.1,15.0,73.85,13.3,2020-07-05 07:00:00
4471,22.1,80.0,71.39,9.6,2020-07-05 08:00:00
4472,23.6,323.0,67.74,6.5,2020-07-05 09:00:00
4473,24.9,509.0,65.68,6.8,2020-07-05 10:00:00
4474,27.0,593.0,58.01,7.6,2020-07-05 11:00:00
4475,29.8,826.0,48.33,10.8,2020-07-05 12:00:00
4476,33.1,913.0,39.69,11.0,2020-07-05 13:00:00
4477,35.2,943.0,32.43,8.4,2020-07-05 14:00:00
4478,34.8,919.0,37.51,13.2,2020-07-05 15:00:00
4479,36.0,843.0,32.55,17.4,2020-07-05 16:00:00
4480,33.2,721.0,36.54,19.1,2020-07-05 17:00:00
4481,31.7,562.0,39.24,20.8,2020-07-05 18:00:00
4482,30.2,385.0,43.68,19.7,2020-07-05 19:00:00
4483,29.4,187.0,41.26,23.6,2020-07-05 20:00:00
4484,27.5,32.0,43.19,20.2,2020-07-05 21:00:00
4485,26.3,0.0,45.13,15.8,2020-07-05 22:00:00
4486,25.4,0.0,46.98,13.4,2020-07-05 23:00:00
4487,24.7,0.0,50.27,10.1,2020-07-06 00:00:00
4488,23.7,0.0,54.69,13.4,2020-07-06 01:00:00
4489,22.9,0.0,58.59,14.4,2020-07-06 02:00:00
4490,22.0,0.0,62.83,15.3,2020-07-06 03:00:00
4491,21.8,0.0,63.75,11.3,2020-07-06 04:00:00
4492,21.0,0.0,67.37,15.6,2020-07-06 05:00:00
4493,20.1,0.0,71.97,13.9,2020-07-06 06:00:00
4494,20.1,15.0,73.06,14.2,2020-07-06 07:00:00
4495,22.4,66.0,64.38,12.8,2020-07-06 08:00:00
4496,24.5,189.0,62.38,13.2,2020-07-06 09:00:00
4497,25.2,488.0,59.18,10.8,2020-07-06 10:00:00
4498,27.6,582.0,55.92,9.8,2020-07-06 11:00:00
4499,30.2,814.0,48.4,6.5,2020-07-06 12:00:00
4500,30.8,903.0,48.63,9.0,2020-07-06 13:00:00
4501,34.9,939.0,41.63,11.3,2020-07-06 14:00:00
4502,35.8,921.0,34.84,15.4,2020-07-06 15:00:00
4503,35.5,843.0,29.28,13.5,2020-07-06 16:00:00
4504,33.6,718.0,36.0,16.2,2020-07-06 17:00:00
4505,32.2,562.0,37.99,15.8,2020-07-06 18:00:00
4506,30.6,381.0,46.69,10.1,2020-07-06 19:00:00
4507,29.1,190.0,51.08,13.2,2020-07-06 20:00:00
4508,26.5,36.0,59.26,11.0,2020-07-06 21:00:00
4509,25.4,0.0,59.71,14.9,2020-07-06 22:00:00
4510,23.5,0.0,64.47,13.9,2020-07-06 23:00:00
4511,24.1,0.0,61.54,14.5,2020-07-07 00:00:00
4512,23.1,0.0,64.09,7.6,2020-07-07 01:00:00
4513,22.1,0.0,69.25,6.6,2020-07-07 02:00:00
4514,21.9,0.0,69.87,7.0,2020-07-07 03:00:00
4515,21.5,0.0,70.74,7.9,2020-07-07 04:00:00
4516,20.9,0.0,72.27,8.2,2020-07-07 05:00:00
4517,20.4,0.0,71.72,6.9,2020-07-07 06:00:00
4518,20.4,16.0,72.84,4.6,2020-07-07 07:00:00
4519,22.5,57.0,68.13,5.4,2020-07-07 08:00:00
4520,23.5,163.0,67.78,6.0,2020-07-07 09:00:00
4521,24.7,379.0,66.68,7.4,2020-07-07 10:00:00
4522,26.0,577.0,63.49,10.2,2020-07-07 11:00:00
4523,28.1,764.0,54.47,8.0,2020-07-07 12:00:00
4524,28.8,853.0,54.12,7.8,2020-07-07 13:00:00
4525,32.0,883.0,42.27,8.2,2020-07-07 14:00:00
4526,32.5,864.0,40.77,12.2,2020-07-07 15:00:00
4527,31.2,788.0,39.95,14.9,2020-07-07 16:00:00
4528,30.5,663.0,39.3,11.9,2020-07-07 17:00:00
4529,29.9,499.0,40.25,14.2,2020-07-07 18:00:00
4530,29.5,257.0,48.86,10.9,2020-07-07 19:00:00
4531,25.9,110.0,56.59,18.0,2020-07-07 20:00:00
4532,22.0,17.0,69.02,18.2,2020-07-07 21:00:00
4533,20.5,0.0,75.77,19.1,2020-07-07 22:00:00
4534,19.4,0.0,77.24,20.9,2020-07-07 23:00:00
4535,18.6,0.0,80.32,14.8,2020-07-08 00:00:00
4536,18.1,0.0,82.9,10.3,2020-07-08 01:00:00
4537,17.6,0.0,83.88,11.4,2020-07-08 02:00:00
4538,17.1,0.0,86.29,12.5,2020-07-08 03:00:00
4539,17.5,0.0,84.16,14.9,2020-07-08 04:00:00
4540,17.5,0.0,83.34,11.6,2020-07-08 05:00:00
4541,17.5,0.0,82.55,10.8,2020-07-08 06:00:00
4542,18.0,14.0,80.48,13.7,2020-07-08 07:00:00
4543,19.0,42.0,76.64,14.3,2020-07-08 08:00:00
4544,20.5,99.0,74.1,13.0,2020-07-08 09:00:00
4545,21.1,194.0,70.81,14.3,2020-07-08 10:00:00
4546,23.5,346.0,63.74,14.0,2020-07-08 11:00:00
4547,25.0,480.0,57.69,13.8,2020-07-08 12:00:00
4548,26.3,615.0,53.5,10.8,2020-07-08 13:00:00
4549,26.5,627.0,56.17,13.6,2020-07-08 14:00:00
4550,25.4,650.0,61.98,18.3,2020-07-08 15:00:00
4551,24.6,586.0,64.36,16.0,2020-07-08 16:00:00
4552,24.1,486.0,62.8,14.5,2020-07-08 17:00:00
4553,23.5,294.0,60.99,16.6,2020-07-08 18:00:00
4554,22.6,169.0,63.33,14.2,2020-07-08 19:00:00
4555,20.6,67.0,71.47,15.4,2020-07-08 20:00:00
4556,19.1,9.0,77.78,15.4,2020-07-08 21:00:00
4557,19.0,0.0,84.53,16.5,2020-07-08 22:00:00
4558,19.1,0.0,86.7,13.4,2020-07-08 23:00:00
4559,19.0,0.0,85.65,12.8,2020-07-09 00:00:00
4560,18.6,0.0,87.51,10.8,2020-07-09 01:00:00
4561,18.6,0.0,87.58,12.6,2020-07-09 02:00:00
4562,18.6,0.0,86.53,16.8,2020-07-09 03:00:00
4563,18.6,0.0,87.59,14.6,2020-07-09 04:00:00
4564,19.0,0.0,86.16,12.3,2020-07-09 05:00:00
4565,18.6,0.0,88.09,11.3,2020-07-09 06:00:00
4566,18.6,7.0,89.51,9.9,2020-07-09 07:00:00
4567,19.0,24.0,88.39,11.7,2020-07-09 08:00:00
4568,19.5,83.0,86.14,12.6,2020-07-09 09:00:00
4569,19.6,145.0,85.39,7.8,2020-07-09 10:00:00
4570,21.1,177.0,81.17,7.7,2020-07-09 11:00:00
4571,23.6,354.0,70.02,8.9,2020-07-09 12:00:00
4572,25.9,746.0,64.47,8.7,2020-07-09 13:00:00
4573,28.4,765.0,57.35,9.9,2020-07-09 14:00:00
4574,27.6,808.0,58.0,15.2,2020-07-09 15:00:00
4575,26.5,702.0,60.62,21.2,2020-07-09 16:00:00
4576,26.1,680.0,57.64,18.1,2020-07-09 17:00:00
4577,26.1,506.0,58.06,23.7,2020-07-09 18:00:00
4578,25.5,345.0,58.52,25.0,2020-07-09 19:00:00
4579,22.6,157.0,64.45,27.0,2020-07-09 20:00:00
4580,21.6,28.0,59.99,26.9,2020-07-09 21:00:00
4581,21.4,0.0,57.48,17.5,2020-07-09 22:00:00
4582,20.4,0.0,67.11,20.5,2020-07-09 23:00:00
4583,20.0,0.0,69.73,25.0,2020-07-10 00:00:00
4584,19.9,0.0,71.75,15.5,2020-07-10 01:00:00
4585,19.5,0.0,75.47,17.1,2020-07-10 02:00:00
4586,18.5,0.0,80.46,24.1,2020-07-10 03:00:00
4587,18.1,0.0,82.43,21.8,2020-07-10 04:00:00
4588,18.0,0.0,83.05,22.9,2020-07-10 05:00:00
4589,18.4,0.0,81.17,21.1,2020-07-10 06:00:00
4590,18.4,18.0,80.47,22.6,2020-07-10 07:00:00
4591,20.9,59.0,69.49,20.3,2020-07-10 08:00:00
4592,22.8,122.0,60.06,18.7,2020-07-10 09:00:00
4593,24.9,214.0,55.33,17.3,2020-07-10 10:00:00
4594,25.0,331.0,54.83,17.0,2020-07-10 11:00:00
4595,26.6,409.0,49.4,16.2,2020-07-10 12:00:00
4596,28.9,871.0,43.06,17.3,2020-07-10 13:00:00
4597,29.5,926.0,41.28,15.8,2020-07-10 14:00:00
4598,30.0,901.0,40.37,19.4,2020-07-10 15:00:00
4599,29.9,827.0,43.94,21.1,2020-07-10 16:00:00
4600,27.7,703.0,48.18,18.7,2020-07-10 17:00:00
4601,27.0,549.0,51.03,21.0,2020-07-10 18:00:00
4602,26.1,375.0,51.27,17.7,2020-07-10 19:00:00
4603,24.9,179.0,52.82,18.1,2020-07-10 20:00:00
4604,22.9,32.0,57.84,18.9,2020-07-10 21:00:00
4605,21.8,0.0,61.61,18.0,2020-07-10 22:00:00
4606,21.0,0.0,67.24,20.0,2020-07-10 23:00:00
4607,20.5,0.0,71.2,19.2,2020-07-11 00:00:00
4608,20.0,0.0,73.65,15.8,2020-07-11 01:00:00
4609,19.5,0.0,75.72,11.9,2020-07-11 02:00:00
4610,19.5,0.0,75.91,14.4,2020-07-11 03:00:00
4611,19.0,0.0,78.1,18.8,2020-07-11 04:00:00
4612,18.9,0.0,78.48,18.7,2020-07-11 05:00:00
4613,18.6,0.0,81.14,16.5,2020-07-11 06:00:00
4614,19.0,22.0,78.31,12.1,2020-07-11 07:00:00
4615,21.0,128.0,72.95,10.4,2020-07-11 08:00:00
4616,22.1,268.0,70.6,9.3,2020-07-11 09:00:00
4617,25.5,459.0,59.23,8.6,2020-07-11 10:00:00
4618,25.4,567.0,59.99,6.0,2020-07-11 11:00:00
4619,26.4,761.0,56.92,9.0,2020-07-11 12:00:00
4620,29.7,856.0,49.32,5.8,2020-07-11 13:00:00
4621,31.8,902.0,45.94,9.1,2020-07-11 14:00:00
4622,34.5,860.0,39.21,12.4,2020-07-11 15:00:00
4623,33.5,795.0,41.74,14.1,2020-07-11 16:00:00
4624,32.0,672.0,43.19,15.8,2020-07-11 17:00:00
4625,30.2,518.0,45.31,18.8,2020-07-11 18:00:00
4626,28.5,347.0,49.48,17.0,2020-07-11 19:00:00
4627,24.5,171.0,57.82,24.0,2020-07-11 20:00:00
4628,23.0,29.0,65.16,16.2,2020-07-11 21:00:00
4629,21.9,0.0,67.52,11.1,2020-07-11 22:00:00
4630,22.0,0.0,67.84,14.9,2020-07-11 23:00:00
4631,22.1,0.0,66.86,13.8,2020-07-12 00:00:00
4632,20.7,0.0,75.64,12.1,2020-07-12 01:00:00
4633,20.3,0.0,76.63,6.6,2020-07-12 02:00:00
4634,20.1,0.0,75.37,9.2,2020-07-12 03:00:00
4635,20.3,0.0,74.68,11.4,2020-07-12 04:00:00
4636,19.5,0.0,80.44,8.6,2020-07-12 05:00:00
4637,19.0,0.0,84.14,8.7,2020-07-12 06:00:00
4638,19.5,14.0,81.84,8.8,2020-07-12 07:00:00
4639,21.5,62.0,73.69,7.3,2020-07-12 08:00:00
4640,22.5,242.0,74.49,8.2,2020-07-12 09:00:00
4641,24.6,470.0,64.86,7.2,2020-07-12 10:00:00
4642,26.9,585.0,57.4,6.7,2020-07-12 11:00:00
4643,26.8,791.0,57.77,7.7,2020-07-12 12:00:00
4644,28.8,869.0,52.1,8.5,2020-07-12 13:00:00
4645,29.8,699.0,48.31,13.9,2020-07-12 14:00:00
4646,30.2,836.0,48.93,16.0,2020-07-12 15:00:00
4647,29.5,751.0,48.13,16.2,2020-07-12 16:00:00
4648,27.6,681.0,51.68,18.5,2020-07-12 17:00:00
4649,28.5,536.0,48.71,14.7,2020-07-12 18:00:00
4650,28.8,345.0,48.61,10.3,2020-07-12 19:00:00
4651,28.5,161.0,53.12,14.6,2020-07-12 20:00:00
4652,26.9,30.0,53.93,15.5,2020-07-12 21:00:00
4653,25.1,0.0,62.75,15.3,2020-07-12 22:00:00
4654,25.4,0.0,57.9,12.3,2020-07-12 23:00:00
4655,24.9,0.0,56.0,8.1,2020-07-13 00:00:00
4656,23.6,0.0,61.17,7.5,2020-07-13 01:00:00
4657,24.5,0.0,52.78,7.3,2020-07-13 02:00:00
4658,23.6,0.0,59.18,8.2,2020-07-13 03:00:00
4659,22.7,0.0,62.56,10.5,2020-07-13 04:00:00
4660,22.2,0.0,69.01,7.0,2020-07-13 05:00:00
4661,21.3,0.0,77.33,5.6,2020-07-13 06:00:00
4662,21.3,20.0,72.45,7.0,2020-07-13 07:00:00
4663,25.5,126.0,62.99,5.9,2020-07-13 08:00:00
4664,27.0,294.0,61.15,5.6,2020-07-13 09:00:00
4665,28.7,466.0,55.27,4.9,2020-07-13 10:00:00
4666,32.5,575.0,39.77,10.8,2020-07-13 11:00:00
4667,31.4,790.0,46.44,11.7,2020-07-13 12:00:00
4668,34.1,880.0,38.36,7.1,2020-07-13 13:00:00
4669,35.6,914.0,35.23,8.9,2020-07-13 14:00:00
4670,36.5,896.0,34.41,14.3,2020-07-13 15:00:00
4671,36.6,821.0,31.83,18.4,2020-07-13 16:00:00
4672,34.2,699.0,36.94,20.5,2020-07-13 17:00:00
4673,32.1,539.0,41.65,22.3,2020-07-13 18:00:00
4674,31.1,356.0,44.29,22.9,2020-07-13 19:00:00
4675,29.6,167.0,46.63,22.5,2020-07-13 20:00:00
4676,28.0,31.0,51.57,21.3,2020-07-13 21:00:00
4677,27.3,0.0,52.54,21.2,2020-07-13 22:00:00
4678,26.5,0.0,53.47,17.7,2020-07-13 23:00:00
4679,25.9,0.0,54.25,13.6,2020-07-14 00:00:00
4680,25.9,0.0,54.89,9.7,2020-07-14 01:00:00
4681,25.0,0.0,57.98,11.4,2020-07-14 02:00:00
4682,24.9,0.0,57.08,11.7,2020-07-14 03:00:00
4683,24.4,0.0,58.23,15.6,2020-07-14 04:00:00
4684,22.8,0.0,65.88,20.5,2020-07-14 05:00:00
4685,22.4,0.0,67.4,19.2,2020-07-14 06:00:00
4686,23.3,22.0,60.62,21.1,2020-07-14 07:00:00
4687,25.8,132.0,53.05,12.9,2020-07-14 08:00:00
4688,27.9,306.0,46.48,20.3,2020-07-14 09:00:00
4689,29.3,471.0,47.69,17.2,2020-07-14 10:00:00
4690,29.5,600.0,47.76,19.2,2020-07-14 11:00:00
4691,30.9,802.0,45.27,20.4,2020-07-14 12:00:00
4692,31.5,882.0,41.91,23.9,2020-07-14 13:00:00
4693,31.9,919.0,39.52,25.1,2020-07-14 14:00:00
4694,31.0,861.0,41.66,25.0,2020-07-14 15:00:00
4695,30.4,856.0,37.82,27.4,2020-07-14 16:00:00
4696,28.5,716.0,38.56,24.6,2020-07-14 17:00:00
4697,26.6,553.0,39.42,26.4,2020-07-14 18:00:00
4698,25.0,366.0,45.86,21.0,2020-07-14 19:00:00
4699,22.9,164.0,56.5,20.2,2020-07-14 20:00:00
4700,21.4,29.0,63.09,16.5,2020-07-14 21:00:00
4701,20.4,0.0,67.1,21.3,2020-07-14 22:00:00
4702,19.6,0.0,72.86,20.0,2020-07-14 23:00:00
4703,19.5,0.0,73.35,21.3,2020-07-15 00:00:00
4704,19.5,0.0,73.52,15.2,2020-07-15 01:00:00
4705,19.4,0.0,73.5,20.2,2020-07-15 02:00:00
4706,19.5,0.0,71.31,21.5,2020-07-15 03:00:00
4707,19.9,0.0,68.32,21.2,2020-07-15 04:00:00
4708,18.2,0.0,77.49,20.1,2020-07-15 05:00:00
4709,19.8,0.0,69.72,12.9,2020-07-15 06:00:00
4710,19.8,21.0,70.56,11.1,2020-07-15 07:00:00
4711,21.0,129.0,70.25,8.9,2020-07-15 08:00:00
4712,23.1,300.0,63.64,14.0,2020-07-15 09:00:00
4713,23.7,471.0,58.64,18.0,2020-07-15 10:00:00
4714,27.0,592.0,49.66,14.6,2020-07-15 11:00:00
4715,29.0,797.0,44.74,11.6,2020-07-15 12:00:00
4716,31.9,883.0,38.41,11.3,2020-07-15 13:00:00
4717,33.6,914.0,38.29,8.6,2020-07-15 14:00:00
4718,32.7,892.0,39.23,10.2,2020-07-15 15:00:00
4719,31.2,815.0,39.28,19.1,2020-07-15 16:00:00
4720,29.9,689.0,40.34,22.7,2020-07-15 17:00:00
4721,30.9,529.0,38.22,18.0,2020-07-15 18:00:00
4722,31.6,357.0,36.92,20.7,2020-07-15 19:00:00
4723,31.0,174.0,34.26,18.3,2020-07-15 20:00:00
4724,29.6,30.0,34.64,18.5,2020-07-15 21:00:00
4725,29.0,0.0,34.85,19.1,2020-07-15 22:00:00
4726,28.7,0.0,36.15,14.3,2020-07-15 23:00:00
4727,28.6,0.0,36.83,11.9,2020-07-16 00:00:00
4728,28.5,0.0,37.2,8.6,2020-07-16 01:00:00
4729,28.5,0.0,36.93,8.8,2020-07-16 02:00:00
4730,27.2,0.0,36.22,10.3,2020-07-16 03:00:00
4731,29.0,0.0,33.21,11.1,2020-07-16 04:00:00
4732,29.0,0.0,30.65,10.7,2020-07-16 05:00:00
4733,28.9,0.0,28.64,12.9,2020-07-16 06:00:00
4734,28.9,20.0,28.4,11.0,2020-07-16 07:00:00
4735,28.5,131.0,36.61,10.7,2020-07-16 08:00:00
4736,29.9,301.0,31.75,15.2,2020-07-16 09:00:00
4737,30.5,470.0,28.24,15.4,2020-07-16 10:00:00
4738,31.6,581.0,29.02,13.8,2020-07-16 11:00:00
4739,34.5,796.0,26.6,8.3,2020-07-16 12:00:00
4740,36.5,879.0,25.11,5.1,2020-07-16 13:00:00
4741,36.6,909.0,27.41,8.2,2020-07-16 14:00:00
4742,37.3,890.0,25.09,9.2,2020-07-16 15:00:00
4743,37.7,817.0,25.71,11.0,2020-07-16 16:00:00
4744,36.7,693.0,24.77,21.2,2020-07-16 17:00:00
4745,36.7,534.0,23.2,19.4,2020-07-16 18:00:00
4746,35.7,355.0,23.38,18.0,2020-07-16 19:00:00
4747,34.5,165.0,24.6,20.2,2020-07-16 20:00:00
4748,32.6,33.0,25.2,18.3,2020-07-16 21:00:00
4749,31.5,0.0,26.14,16.8,2020-07-16 22:00:00
4750,31.0,0.0,26.64,16.6,2020-07-16 23:00:00
4751,30.1,0.0,28.22,12.9,2020-07-17 00:00:00
4752,29.8,0.0,28.34,5.5,2020-07-17 01:00:00
4753,28.1,0.0,32.07,5.4,2020-07-17 02:00:00
4754,28.5,0.0,31.39,10.8,2020-07-17 03:00:00
4755,27.6,0.0,33.12,8.3,2020-07-17 04:00:00
4756,27.2,0.0,33.08,7.9,2020-07-17 05:00:00
4757,26.1,0.0,40.91,8.5,2020-07-17 06:00:00
4758,25.6,22.0,47.02,6.1,2020-07-17 07:00:00
4759,29.0,122.0,43.85,3.6,2020-07-17 08:00:00
4760,29.1,285.0,49.11,6.5,2020-07-17 09:00:00
4761,31.5,456.0,35.17,7.0,2020-07-17 10:00:00
4762,33.0,580.0,34.21,9.2,2020-07-17 11:00:00
4763,34.9,785.0,27.08,7.0,2020-07-17 12:00:00
4764,34.3,871.0,30.65,6.6,2020-07-17 13:00:00
4765,32.3,905.0,34.43,17.2,2020-07-17 14:00:00
4766,34.5,884.0,26.31,19.5,2020-07-17 15:00:00
4767,33.4,811.0,31.99,16.5,2020-07-17 16:00:00
4768,35.9,691.0,21.59,14.6,2020-07-17 17:00:00
4769,34.1,532.0,27.58,15.5,2020-07-17 18:00:00
4770,33.2,355.0,28.83,11.2,2020-07-17 19:00:00
4771,31.2,159.0,32.25,15.5,2020-07-17 20:00:00
4772,29.1,26.0,37.67,15.9,2020-07-17 21:00:00
4773,27.0,0.0,50.53,11.1,2020-07-17 22:00:00
4774,24.8,0.0,61.16,8.5,2020-07-17 23:00:00
4775,25.0,0.0,55.07,7.5,2020-07-18 00:00:00
4776,25.1,0.0,48.66,9.6,2020-07-18 01:00:00
4777,24.1,0.0,58.37,5.6,2020-07-18 02:00:00
4778,23.7,0.0,65.06,3.1,2020-07-18 03:00:00
4779,22.4,0.0,70.0,5.9,2020-07-18 04:00:00
4780,21.7,0.0,60.17,4.2,2020-07-18 05:00:00
4781,21.6,0.0,73.68,2.7,2020-07-18 06:00:00
4782,21.8,20.0,74.84,1.9,2020-07-18 07:00:00
4783,24.5,121.0,66.09,6.4,2020-07-18 08:00:00
4784,24.8,286.0,61.4,4.6,2020-07-18 09:00:00
4785,26.3,451.0,59.82,6.8,2020-07-18 10:00:00
4786,28.2,582.0,54.75,9.8,2020-07-18 11:00:00
4787,30.3,793.0,45.55,11.3,2020-07-18 12:00:00
4788,27.9,882.0,55.36,14.0,2020-07-18 13:00:00
4789,27.7,911.0,56.58,17.9,2020-07-18 14:00:00
4790,26.5,893.0,61.38,22.9,2020-07-18 15:00:00
4791,26.0,831.0,64.1,23.6,2020-07-18 16:00:00
4792,23.9,719.0,71.15,18.4,2020-07-18 17:00:00
4793,23.3,542.0,72.59,15.5,2020-07-18 18:00:00
4794,21.4,321.0,79.33,13.2,2020-07-18 19:00:00
4795,20.2,74.0,85.19,13.6,2020-07-18 20:00:00
4796,20.1,17.0,84.39,9.0,2020-07-18 21:00:00
4797,19.9,0.0,87.61,10.8,2020-07-18 22:00:00
4798,19.6,0.0,81.16,13.6,2020-07-18 23:00:00
4799,18.6,0.0,86.36,8.7,2020-07-19 00:00:00
4800,18.5,0.0,87.01,6.3,2020-07-19 01:00:00
4801,18.2,0.0,87.28,4.8,2020-07-19 02:00:00
4802,17.6,0.0,88.19,9.1,2020-07-19 03:00:00
4803,17.5,0.0,88.59,8.3,2020-07-19 04:00:00
4804,17.0,0.0,91.54,8.7,2020-07-19 05:00:00
4805,17.1,0.0,90.59,10.9,2020-07-19 06:00:00
4806,17.1,11.0,90.56,7.5,2020-07-19 07:00:00
4807,18.0,37.0,87.25,8.3,2020-07-19 08:00:00
4808,19.9,94.0,79.53,4.0,2020-07-19 09:00:00
4809,21.5,137.0,73.34,6.0,2020-07-19 10:00:00
4810,21.7,199.0,73.49,8.4,2020-07-19 11:00:00
4811,23.2,431.0,69.94,7.6,2020-07-19 12:00:00
4812,25.6,831.0,60.23,8.7,2020-07-19 13:00:00
4813,27.0,909.0,56.11,12.5,2020-07-19 14:00:00
4814,26.6,893.0,55.91,13.4,2020-07-19 15:00:00
4815,25.9,817.0,57.39,16.6,2020-07-19 16:00:00
4816,25.8,685.0,56.79,14.4,2020-07-19 17:00:00
4817,25.2,456.0,57.66,16.8,2020-07-19 18:00:00
4818,25.1,218.0,59.28,16.2,2020-07-19 19:00:00
4819,24.0,113.0,61.17,13.7,2020-07-19 20:00:00
4820,22.0,31.0,67.94,14.9,2020-07-19 21:00:00
4821,20.5,0.0,73.57,15.0,2020-07-19 22:00:00
4822,19.5,0.0,78.04,13.9,2020-07-19 23:00:00
4823,19.5,0.0,78.13,13.0,2020-07-20 00:00:00
4824,19.5,0.0,78.17,10.2,2020-07-20 01:00:00
4825,19.0,0.0,79.33,4.2,2020-07-20 02:00:00
4826,19.4,0.0,78.38,8.1,2020-07-20 03:00:00
4827,19.9,0.0,76.02,7.7,2020-07-20 04:00:00
4828,17.3,0.0,86.56,10.6,2020-07-20 05:00:00
4829,18.2,0.0,82.94,12.4,2020-07-20 06:00:00
4830,18.6,14.0,83.77,11.1,2020-07-20 07:00:00
4831,20.1,63.0,73.37,9.6,2020-07-20 08:00:00
4832,21.5,262.0,71.97,8.0,2020-07-20 09:00:00
4833,23.0,409.0,65.74,8.7,2020-07-20 10:00:00
4834,24.9,429.0,62.57,12.3,2020-07-20 11:00:00
4835,24.2,316.0,62.4,12.8,2020-07-20 12:00:00
4836,28.5,511.0,49.41,9.9,2020-07-20 13:00:00
4837,28.7,544.0,52.51,13.5,2020-07-20 14:00:00
4838,31.6,569.0,44.97,11.7,2020-07-20 15:00:00
4839,33.2,519.0,31.59,10.8,2020-07-20 16:00:00
4840,32.7,496.0,38.55,17.6,2020-07-20 17:00:00
4841,33.6,428.0,34.42,18.2,2020-07-20 18:00:00
4842,33.6,350.0,31.54,13.9,2020-07-20 19:00:00
4843,32.1,123.0,28.84,13.5,2020-07-20 20:00:00
