,temp,solarradiation,humidity,wspd,timestamp
2163,7.5,0.0,90.46,23.3,2020-03-31 04:00:00
2164,7.1,0.0,89.82,23.0,2020-03-31 05:00:00
2165,7.1,0.0,89.63,21.7,2020-03-31 06:00:00
2166,7.1,0.0,84.44,17.8,2020-03-31 07:00:00
2167,7.1,13.0,81.08,18.7,2020-03-31 08:00:00
2168,7.5,33.0,78.93,17.0,2020-03-31 09:00:00
2169,7.6,81.0,80.04,14.3,2020-03-31 10:00:00
2170,8.5,132.0,78.98,12.0,2020-03-31 11:00:00
2171,8.6,205.0,78.48,6.9,2020-03-31 12:00:00
2172,9.0,127.0,77.86,4.9,2020-03-31 13:00:00
2173,10.2,445.0,74.37,7.8,2020-03-31 14:00:00
2174,13.4,871.0,59.66,11.1,2020-03-31 15:00:00
2175,12.7,828.0,53.22,15.8,2020-03-31 16:00:00
2176,12.0,619.0,59.12,16.6,2020-03-31 17:00:00
2177,12.1,410.0,64.36,15.6,2020-03-31 18:00:00
2178,11.5,147.0,55.82,11.2,2020-03-31 19:00:00
2179,10.2,34.0,55.5,12.6,2020-03-31 20:00:00
2180,8.7,0.0,65.85,8.9,2020-03-31 21:00:00
2181,9.0,0.0,66.82,3.2,2020-03-31 22:00:00
2182,9.6,0.0,68.87,7.2,2020-03-31 23:00:00
2183,8.1,0.0,83.93,3.5,2020-04-01 00:00:00
2184,8.4,0.0,82.46,5.6,2020-04-01 01:00:00
2185,8.4,0.0,84.88,5.0,2020-04-01 02:00:00
2186,8.1,0.0,84.95,6.4,2020-04-01 03:00:00
2187,8.1,0.0,88.69,7.6,2020-04-01 04:00:00
2188,7.5,0.0,91.66,3.0,2020-04-01 05:00:00
2189,7.5,0.0,91.89,4.0,2020-04-01 06:00:00
2190,7.5,0.0,94.81,5.3,2020-04-01 07:00:00
2191,7.5,28.0,93.4,12.5,2020-04-01 08:00:00
2192,8.7,121.0,96.42,9.7,2020-04-01 09:00:00
2193,9.5,96.0,92.44,14.4,2020-04-01 10:00:00
2194,9.6,47.0,95.96,8.8,2020-04-01 11:00:00
2195,9.1,185.0,97.22,11.3,2020-04-01 12:00:00
2196,9.1,190.0,97.79,11.6,2020-04-01 13:00:00
2197,9.5,254.0,97.21,12.4,2020-04-01 14:00:00
2198,10.5,175.0,97.17,18.9,2020-04-01 15:00:00
2199,12.6,149.0,79.54,20.7,2020-04-01 16:00:00
2200,12.1,487.0,78.84,14.3,2020-04-01 17:00:00
2201,11.7,449.0,76.27,14.5,2020-04-01 18:00:00
2202,11.1,183.0,72.99,16.0,2020-04-01 19:00:00
2203,10.1,17.0,78.26,10.1,2020-04-01 20:00:00
2204,9.6,0.0,82.69,6.0,2020-04-01 21:00:00
2205,9.0,0.0,84.53,4.8,2020-04-01 22:00:00
2206,8.9,0.0,84.98,11.5,2020-04-01 23:00:00
2207,8.1,0.0,85.84,11.0,2020-04-02 00:00:00
2208,8.1,0.0,90.28,11.1,2020-04-02 01:00:00
2209,8.1,0.0,88.66,13.4,2020-04-02 02:00:00
2210,8.0,0.0,87.27,9.8,2020-04-02 03:00:00
2211,8.0,0.0,86.06,10.9,2020-04-02 04:00:00
2212,7.7,0.0,86.92,11.2,2020-04-02 05:00:00
2213,7.7,0.0,85.14,9.4,2020-04-02 06:00:00
2214,7.6,0.0,87.11,8.0,2020-04-02 07:00:00
2215,8.2,17.0,86.14,9.6,2020-04-02 08:00:00
2216,11.5,123.0,75.68,12.6,2020-04-02 09:00:00
2217,14.5,386.0,65.72,12.3,2020-04-02 10:00:00
2218,17.3,581.0,56.8,11.2,2020-04-02 11:00:00
2219,17.0,749.0,57.9,10.5,2020-04-02 12:00:00
2220,18.4,827.0,47.95,10.0,2020-04-02 13:00:00
2221,19.0,860.0,52.02,16.8,2020-04-02 14:00:00
2222,19.5,838.0,47.11,17.9,2020-04-02 15:00:00
2223,19.0,755.0,51.07,18.4,2020-04-02 16:00:00
2224,17.6,662.0,52.89,17.0,2020-04-02 17:00:00
2225,17.5,509.0,50.74,18.1,2020-04-02 18:00:00
2226,16.1,247.0,57.19,12.2,2020-04-02 19:00:00
2227,14.5,38.0,72.26,14.4,2020-04-02 20:00:00
2228,13.5,0.0,80.16,12.6,2020-04-02 21:00:00
2229,12.2,0.0,85.56,10.3,2020-04-02 22:00:00
2230,11.7,0.0,87.29,12.9,2020-04-02 23:00:00
2231,11.6,0.0,88.67,12.0,2020-04-03 00:00:00
2232,11.1,0.0,85.82,9.3,2020-04-03 01:00:00
2233,10.6,0.0,88.47,5.4,2020-04-03 02:00:00
2234,10.6,0.0,88.5,6.7,2020-04-03 03:00:00
2235,10.1,0.0,90.34,9.2,2020-04-03 04:00:00
2236,9.7,0.0,90.36,9.2,2020-04-03 05:00:00
2237,9.6,0.0,90.56,6.2,2020-04-03 06:00:00
2238,9.5,0.0,91.95,2.8,2020-04-03 07:00:00
2239,10.5,22.0,89.54,5.4,2020-04-03 08:00:00
2240,11.6,123.0,86.2,8.6,2020-04-03 09:00:00
2241,14.4,381.0,71.85,7.8,2020-04-03 10:00:00
2242,16.0,588.0,64.54,7.6,2020-04-03 11:00:00
2243,17.5,726.0,53.53,8.3,2020-04-03 12:00:00
2244,18.6,816.0,52.6,7.5,2020-04-03 13:00:00
2245,19.6,952.0,56.31,8.0,2020-04-03 14:00:00
2246,20.0,858.0,47.25,14.9,2020-04-03 15:00:00
2247,19.6,753.0,43.92,18.2,2020-04-03 16:00:00
2248,18.6,629.0,38.47,15.4,2020-04-03 17:00:00
2249,18.6,436.0,40.27,11.3,2020-04-03 18:00:00
2250,16.8,170.0,48.5,15.0,2020-04-03 19:00:00
2251,15.2,39.0,53.25,12.2,2020-04-03 20:00:00
2252,14.3,35.0,57.6,7.0,2020-04-03 21:00:00
2253,14.6,0.0,52.14,6.0,2020-04-03 22:00:00
2254,14.0,0.0,54.89,2.4,2020-04-03 23:00:00
2255,13.0,0.0,69.96,2.8,2020-04-04 00:00:00
2256,13.5,0.0,64.56,5.0,2020-04-04 01:00:00
2257,13.0,0.0,68.52,8.7,2020-04-04 02:00:00
2258,13.0,0.0,70.73,3.9,2020-04-04 03:00:00
2259,12.9,0.0,69.06,3.6,2020-04-04 04:00:00
2260,12.4,0.0,81.12,7.6,2020-04-04 05:00:00
2261,12.5,0.0,77.44,6.7,2020-04-04 06:00:00
2262,12.0,5.0,78.19,9.6,2020-04-04 07:00:00
2263,12.5,13.0,79.37,7.6,2020-04-04 08:00:00
2264,13.0,55.0,78.54,11.0,2020-04-04 09:00:00
2265,13.9,169.0,72.32,14.4,2020-04-04 10:00:00
2266,14.5,286.0,68.92,18.0,2020-04-04 11:00:00
2267,15.6,281.0,68.57,17.0,2020-04-04 12:00:00
2268,16.0,497.0,74.12,17.8,2020-04-04 13:00:00
2269,16.0,441.0,80.95,16.1,2020-04-04 14:00:00
2270,17.5,454.0,71.06,14.9,2020-04-04 15:00:00
2271,18.2,509.0,68.53,15.0,2020-04-04 16:00:00
2272,17.6,283.0,65.32,22.5,2020-04-04 17:00:00
2273,18.1,97.0,69.42,20.2,2020-04-04 18:00:00
2274,17.6,80.0,72.39,18.1,2020-04-04 19:00:00
2275,17.1,14.0,75.6,23.3,2020-04-04 20:00:00
2276,16.6,0.0,73.21,23.9,2020-04-04 21:00:00
2277,16.5,0.0,78.84,23.9,2020-04-04 22:00:00
2278,16.1,0.0,82.25,21.3,2020-04-04 23:00:00
2279,16.0,0.0,82.69,20.3,2020-04-05 00:00:00
2280,16.0,0.0,82.51,19.2,2020-04-05 01:00:00
2281,15.7,0.0,84.7,21.3,2020-04-05 02:00:00
2282,16.1,0.0,81.95,19.4,2020-04-05 03:00:00
2283,16.1,0.0,86.08,23.4,2020-04-05 04:00:00
2284,15.0,0.0,96.74,21.6,2020-04-05 05:00:00
2285,15.1,0.0,99.69,20.1,2020-04-05 06:00:00
2286,15.5,0.0,97.33,19.2,2020-04-05 07:00:00
2287,15.7,29.0,99.79,19.3,2020-04-05 08:00:00
2288,16.1,128.0,99.79,19.7,2020-04-05 09:00:00
2289,16.2,264.0,98.13,25.0,2020-04-05 10:00:00
2290,17.2,238.0,96.34,26.7,2020-04-05 11:00:00
2291,17.6,185.0,92.71,28.6,2020-04-05 12:00:00
2292,18.1,72.0,90.34,24.5,2020-04-05 13:00:00
2293,17.2,101.0,93.64,29.6,2020-04-05 14:00:00
2294,17.1,30.0,97.38,30.9,2020-04-05 15:00:00
2295,17.0,112.0,96.8,38.9,2020-04-05 16:00:00
2296,16.7,206.0,96.47,26.7,2020-04-05 17:00:00
2297,15.7,282.0,96.29,22.0,2020-04-05 18:00:00
2298,15.7,83.0,96.2,14.9,2020-04-05 19:00:00
2299,15.1,26.0,96.35,12.7,2020-04-05 20:00:00
2300,14.7,0.0,97.35,8.4,2020-04-05 21:00:00
2301,14.5,0.0,96.98,7.2,2020-04-05 22:00:00
2302,14.2,0.0,99.35,6.1,2020-04-05 23:00:00
2303,14.0,0.0,98.3,9.1,2020-04-06 00:00:00
2304,13.6,0.0,99.86,3.3,2020-04-06 01:00:00
2305,13.5,0.0,98.66,7.8,2020-04-06 02:00:00
2306,13.5,0.0,99.87,5.9,2020-04-06 03:00:00
2307,13.9,0.0,98.77,5.8,2020-04-06 04:00:00
2308,13.2,0.0,98.98,4.2,2020-04-06 05:00:00
2309,13.7,0.0,100.0,6.9,2020-04-06 06:00:00
2310,13.6,0.0,99.91,5.8,2020-04-06 07:00:00
2311,13.7,20.0,99.93,7.6,2020-04-06 08:00:00
2312,14.1,63.0,98.14,10.4,2020-04-06 09:00:00
2313,14.6,134.0,99.09,13.2,2020-04-06 10:00:00
2314,15.2,267.0,96.56,17.6,2020-04-06 11:00:00
2315,15.6,558.0,93.88,18.4,2020-04-06 12:00:00
2316,15.6,80.0,96.98,20.9,2020-04-06 13:00:00
2317,15.7,53.0,97.69,18.4,2020-04-06 14:00:00
2318,15.5,51.0,98.48,17.3,2020-04-06 15:00:00
2319,15.6,82.0,99.32,15.7,2020-04-06 16:00:00
2320,15.7,81.0,99.85,21.4,2020-04-06 17:00:00
2321,16.0,59.0,98.6,24.9,2020-04-06 18:00:00
2322,16.1,49.0,98.1,17.3,2020-04-06 19:00:00
2323,16.2,17.0,98.13,19.8,2020-04-06 20:00:00
2324,16.1,0.0,99.82,18.1,2020-04-06 21:00:00
2325,16.1,0.0,99.08,16.0,2020-04-06 22:00:00
2326,16.1,0.0,98.7,14.0,2020-04-06 23:00:00
2327,16.0,0.0,100.0,9.4,2020-04-07 00:00:00
2328,16.2,0.0,99.42,9.8,2020-04-07 01:00:00
2329,16.1,0.0,98.76,10.7,2020-04-07 02:00:00
2330,16.0,0.0,98.81,12.2,2020-04-07 03:00:00
2331,15.5,0.0,98.8,10.7,2020-04-07 04:00:00
2332,15.1,0.0,98.27,8.3,2020-04-07 05:00:00
2333,15.5,0.0,98.84,7.0,2020-04-07 06:00:00
2334,15.1,0.0,98.72,7.0,2020-04-07 07:00:00
2335,15.5,16.0,98.84,5.0,2020-04-07 08:00:00
2336,15.7,84.0,99.97,7.0,2020-04-07 09:00:00
2337,16.1,102.0,99.87,8.7,2020-04-07 10:00:00
2338,16.7,240.0,99.41,11.0,2020-04-07 11:00:00
2339,17.7,432.0,94.11,17.2,2020-04-07 12:00:00
2340,17.6,637.0,91.1,16.4,2020-04-07 13:00:00
2341,19.0,689.0,81.15,20.0,2020-04-07 14:00:00
2342,19.1,726.0,75.77,19.6,2020-04-07 15:00:00
2343,19.1,705.0,76.74,20.3,2020-04-07 16:00:00
2344,18.6,578.0,76.21,17.3,2020-04-07 17:00:00
2345,18.6,411.0,75.36,13.2,2020-04-07 18:00:00
2346,17.7,252.0,73.52,8.4,2020-04-07 19:00:00
2347,16.6,42.0,84.13,8.3,2020-04-07 20:00:00
2348,15.6,0.0,92.83,7.8,2020-04-07 21:00:00
2349,15.1,0.0,97.73,9.7,2020-04-07 22:00:00
2350,15.0,0.0,97.52,9.0,2020-04-07 23:00:00
2351,14.6,0.0,98.05,6.3,2020-04-08 00:00:00
2352,14.6,0.0,97.89,6.3,2020-04-08 01:00:00
2353,14.5,0.0,97.32,1.6,2020-04-08 02:00:00
2354,14.4,0.0,97.49,0.3,2020-04-08 03:00:00
2355,14.6,0.0,96.91,4.4,2020-04-08 04:00:00
2356,14.5,0.0,97.58,5.3,2020-04-08 05:00:00
2357,14.1,0.0,98.17,7.0,2020-04-08 06:00:00
2358,13.6,0.0,99.89,5.1,2020-04-08 07:00:00
2359,14.1,30.0,99.4,2.8,2020-04-08 08:00:00
2360,14.6,101.0,99.33,4.6,2020-04-08 09:00:00
2361,15.6,196.0,94.19,7.8,2020-04-08 10:00:00
2362,16.1,353.0,91.17,5.0,2020-04-08 11:00:00
2363,17.1,301.0,88.27,7.4,2020-04-08 12:00:00
2364,18.6,380.0,80.68,6.3,2020-04-08 13:00:00
2365,19.4,322.0,75.88,8.1,2020-04-08 14:00:00
2366,18.1,355.0,84.34,6.8,2020-04-08 15:00:00
2367,17.2,230.0,92.63,14.3,2020-04-08 16:00:00
2368,17.5,133.0,87.65,11.9,2020-04-08 17:00:00
2369,18.0,142.0,82.63,14.8,2020-04-08 18:00:00
2370,17.1,60.0,80.47,9.7,2020-04-08 19:00:00
2371,16.2,14.0,80.57,9.3,2020-04-08 20:00:00
2372,15.7,0.0,84.05,7.9,2020-04-08 21:00:00
2373,15.7,0.0,81.44,7.0,2020-04-08 22:00:00
2374,16.1,0.0,80.23,10.5,2020-04-08 23:00:00
2375,15.7,0.0,84.05,10.2,2020-04-09 00:00:00
2376,15.7,0.0,85.7,11.5,2020-04-09 01:00:00
2377,15.6,0.0,90.81,7.6,2020-04-09 02:00:00
2378,16.0,0.0,85.54,10.2,2020-04-09 03:00:00
2379,15.7,0.0,87.17,10.6,2020-04-09 04:00:00
2380,15.6,0.0,87.88,7.4,2020-04-09 05:00:00
2381,15.6,0.0,88.15,5.9,2020-04-09 06:00:00
2382,14.7,0.0,98.85,8.2,2020-04-09 07:00:00
2383,14.7,13.0,99.81,8.6,2020-04-09 08:00:00
2384,15.1,51.0,99.28,10.6,2020-04-09 09:00:00
2385,15.0,87.0,98.67,17.1,2020-04-09 10:00:00
2386,15.0,142.0,99.84,14.6,2020-04-09 11:00:00
2387,15.1,176.0,97.61,12.0,2020-04-09 12:00:00
2388,15.2,332.0,99.56,9.1,2020-04-09 13:00:00
2389,15.6,799.0,98.96,12.6,2020-04-09 14:00:00
2390,16.1,730.0,98.3,14.1,2020-04-09 15:00:00
2391,16.2,420.0,96.44,8.7,2020-04-09 16:00:00
2392,17.2,147.0,93.07,11.6,2020-04-09 17:00:00
2393,16.7,97.0,91.84,11.9,2020-04-09 18:00:00
2394,16.7,57.0,93.57,10.1,2020-04-09 19:00:00
2395,16.1,21.0,95.28,7.2,2020-04-09 20:00:00
2396,15.7,0.0,97.46,7.8,2020-04-09 21:00:00
2397,15.7,0.0,97.83,6.2,2020-04-09 22:00:00
2398,16.1,0.0,97.43,6.2,2020-04-09 23:00:00
2399,15.7,0.0,99.67,5.9,2020-04-10 00:00:00
2400,15.6,0.0,98.02,6.8,2020-04-10 01:00:00
2401,15.2,0.0,97.94,5.9,2020-04-10 02:00:00
2402,15.1,0.0,97.27,9.8,2020-04-10 03:00:00
2403,15.0,0.0,95.57,9.5,2020-04-10 04:00:00
2404,14.6,0.0,96.55,6.5,2020-04-10 05:00:00
2405,14.6,0.0,94.93,3.9,2020-04-10 06:00:00
2406,13.6,5.0,96.76,2.2,2020-04-10 07:00:00
2407,14.0,36.0,96.74,0.6,2020-04-10 08:00:00
2408,16.0,145.0,84.66,3.9,2020-04-10 09:00:00
2409,18.5,192.0,77.46,4.0,2020-04-10 10:00:00
2410,18.5,385.0,77.65,5.9,2020-04-10 11:00:00
2411,19.6,376.0,73.43,6.0,2020-04-10 12:00:00
2412,20.0,419.0,70.55,8.9,2020-04-10 13:00:00
2413,21.0,814.0,64.74,5.4,2020-04-10 14:00:00
2414,21.8,899.0,64.11,7.2,2020-04-10 15:00:00
2415,21.0,772.0,67.1,7.7,2020-04-10 16:00:00
2416,20.4,647.0,69.21,12.2,2020-04-10 17:00:00
2417,19.4,437.0,72.28,15.3,2020-04-10 18:00:00
2418,17.6,229.0,78.46,14.0,2020-04-10 19:00:00
2419,16.0,48.0,82.96,16.6,2020-04-10 20:00:00
2420,15.5,0.0,82.95,17.0,2020-04-10 21:00:00
2421,15.1,0.0,86.1,16.4,2020-04-10 22:00:00
2422,15.1,0.0,83.61,13.5,2020-04-10 23:00:00
2423,14.6,0.0,85.35,13.1,2020-04-11 00:00:00
2424,14.6,0.0,86.26,8.5,2020-04-11 01:00:00
2425,14.4,0.0,86.98,7.4,2020-04-11 02:00:00
2426,14.1,0.0,87.73,10.6,2020-04-11 03:00:00
2427,14.0,0.0,86.54,10.3,2020-04-11 04:00:00
2428,13.6,0.0,89.06,8.4,2020-04-11 05:00:00
2429,13.5,0.0,88.02,7.0,2020-04-11 06:00:00
2430,13.5,0.0,88.29,6.7,2020-04-11 07:00:00
2431,13.5,20.0,88.59,6.9,2020-04-11 08:00:00
2432,14.5,70.0,84.09,8.2,2020-04-11 09:00:00
2433,15.0,228.0,80.09,11.5,2020-04-11 10:00:00
2434,16.2,273.0,74.42,10.3,2020-04-11 11:00:00
2435,18.1,358.0,68.02,10.6,2020-04-11 12:00:00
2436,19.1,491.0,69.48,8.4,2020-04-11 13:00:00
2437,20.5,684.0,64.13,12.2,2020-04-11 14:00:00
2438,21.0,589.0,60.68,11.0,2020-04-11 15:00:00
2439,21.5,470.0,56.57,13.1,2020-04-11 16:00:00
2440,19.6,453.0,62.01,16.4,2020-04-11 17:00:00
2441,18.6,210.0,66.71,18.3,2020-04-11 18:00:00
2442,17.5,143.0,70.84,20.1,2020-04-11 19:00:00
2443,15.6,74.0,76.77,16.6,2020-04-11 20:00:00
2444,14.6,0.0,79.19,17.8,2020-04-11 21:00:00
2445,14.1,0.0,80.64,15.9,2020-04-11 22:00:00
2446,13.6,0.0,82.33,14.7,2020-04-11 23:00:00
2447,13.6,0.0,82.43,12.2,2020-04-12 00:00:00
2448,13.5,0.0,83.95,13.8,2020-04-12 01:00:00
2449,13.0,0.0,85.48,10.4,2020-04-12 02:00:00
2450,13.0,0.0,85.75,11.4,2020-04-12 03:00:00
2451,13.4,0.0,85.78,11.5,2020-04-12 04:00:00
2452,13.6,0.0,85.09,8.4,2020-04-12 05:00:00
2453,13.4,0.0,83.46,8.4,2020-04-12 06:00:00
2454,12.6,7.0,87.89,8.6,2020-04-12 07:00:00
2455,13.6,44.0,83.49,8.4,2020-04-12 08:00:00
2456,15.9,146.0,76.49,9.4,2020-04-12 09:00:00
2457,17.5,195.0,68.8,8.7,2020-04-12 10:00:00
2458,19.4,217.0,67.01,9.3,2020-04-12 11:00:00
2459,19.9,343.0,65.05,12.8,2020-04-12 12:00:00
2460,20.0,460.0,65.33,9.8,2020-04-12 13:00:00
2461,20.6,491.0,63.73,13.0,2020-04-12 14:00:00
2462,20.6,619.0,63.02,11.8,2020-04-12 15:00:00
2463,21.6,609.0,62.18,13.2,2020-04-12 16:00:00
2464,20.6,288.0,66.87,17.8,2020-04-12 17:00:00
2465,19.1,144.0,68.37,21.0,2020-04-12 18:00:00
2466,17.6,90.0,73.61,17.7,2020-04-12 19:00:00
2467,15.6,35.0,79.79,16.0,2020-04-12 20:00:00
2468,15.0,0.0,81.37,20.5,2020-04-12 21:00:00
2469,14.6,0.0,82.11,15.5,2020-04-12 22:00:00
2470,14.5,0.0,81.47,13.5,2020-04-12 23:00:00
2471,14.1,0.0,82.19,13.5,2020-04-13 00:00:00
2472,13.6,0.0,85.02,11.8,2020-04-13 01:00:00
2473,13.1,0.0,86.44,10.3,2020-04-13 02:00:00
2474,12.7,0.0,86.92,3.6,2020-04-13 03:00:00
2475,13.5,0.0,86.6,6.8,2020-04-13 04:00:00
2476,13.5,0.0,88.67,6.9,2020-04-13 05:00:00
2477,13.1,0.0,89.56,6.4,2020-04-13 06:00:00
2478,12.6,0.0,90.3,6.9,2020-04-13 07:00:00
2479,13.1,18.0,87.63,7.3,2020-04-13 08:00:00
2480,14.5,79.0,82.26,10.8,2020-04-13 09:00:00
2481,13.5,121.0,94.18,11.3,2020-04-13 10:00:00
2482,12.6,276.0,93.3,16.0,2020-04-13 11:00:00
2483,12.5,410.0,94.15,13.8,2020-04-13 12:00:00
2484,13.0,459.0,88.25,10.8,2020-04-13 13:00:00
2485,14.5,789.0,72.53,7.7,2020-04-13 14:00:00
2486,16.0,692.0,68.01,8.1,2020-04-13 15:00:00
2487,15.5,776.0,61.81,12.4,2020-04-13 16:00:00
2488,15.1,656.0,63.79,12.7,2020-04-13 17:00:00
2489,14.7,465.0,63.28,12.9,2020-04-13 18:00:00
2490,15.1,254.0,62.12,7.5,2020-04-13 19:00:00
2491,13.2,54.0,68.18,11.0,2020-04-13 20:00:00
2492,13.1,0.0,66.87,7.4,2020-04-13 21:00:00
2493,12.7,0.0,69.41,7.2,2020-04-13 22:00:00
2494,12.6,0.0,67.9,6.2,2020-04-13 23:00:00
2495,12.5,0.0,69.67,2.6,2020-04-14 00:00:00
2496,12.5,0.0,69.43,2.1,2020-04-14 01:00:00
2497,12.6,0.0,70.35,5.3,2020-04-14 02:00:00
2498,12.4,0.0,72.53,7.0,2020-04-14 03:00:00
2499,12.5,0.0,76.1,4.4,2020-04-14 04:00:00
2500,12.1,0.0,86.41,4.1,2020-04-14 05:00:00
2501,11.5,0.0,91.32,4.2,2020-04-14 06:00:00
2502,11.6,5.0,89.16,8.2,2020-04-14 07:00:00
2503,11.7,37.0,93.84,8.4,2020-04-14 08:00:00
2504,12.5,116.0,94.18,10.2,2020-04-14 09:00:00
2505,14.6,121.0,88.11,13.3,2020-04-14 10:00:00
2506,15.6,212.0,78.72,13.5,2020-04-14 11:00:00
2507,18.5,309.0,56.52,17.6,2020-04-14 12:00:00
2508,20.4,533.0,50.75,15.0,2020-04-14 13:00:00
2509,20.1,810.0,49.54,18.4,2020-04-14 14:00:00
2510,19.7,864.0,51.82,14.9,2020-04-14 15:00:00
2511,18.6,378.0,67.15,20.6,2020-04-14 16:00:00
2512,15.9,129.0,81.42,24.3,2020-04-14 17:00:00
2513,14.6,36.0,92.53,12.0,2020-04-14 18:00:00
2514,15.0,39.0,95.28,8.9,2020-04-14 19:00:00
2515,14.5,11.0,89.61,12.8,2020-04-14 20:00:00
2516,14.0,0.0,88.11,15.7,2020-04-14 21:00:00
2517,13.9,0.0,88.88,19.3,2020-04-14 22:00:00
2518,13.2,0.0,96.54,13.2,2020-04-14 23:00:00
2519,12.6,0.0,94.71,14.8,2020-04-15 00:00:00
2520,12.2,0.0,97.93,13.3,2020-04-15 01:00:00
2521,12.0,0.0,97.23,12.7,2020-04-15 02:00:00
2522,11.7,0.0,96.33,11.7,2020-04-15 03:00:00
2523,12.0,0.0,96.45,10.5,2020-04-15 04:00:00
2524,12.0,0.0,98.62,7.0,2020-04-15 05:00:00
2525,12.2,0.0,99.78,12.6,2020-04-15 06:00:00
2526,12.1,0.0,97.41,12.5,2020-04-15 07:00:00
2527,12.1,45.0,99.13,13.2,2020-04-15 08:00:00
2528,12.1,77.0,98.04,11.2,2020-04-15 09:00:00
2529,14.1,287.0,90.64,12.0,2020-04-15 10:00:00
2530,14.6,315.0,93.08,21.6,2020-04-15 11:00:00
2531,15.0,283.0,83.5,28.6,2020-04-15 12:00:00
2532,15.7,409.0,76.46,27.9,2020-04-15 13:00:00
2533,17.0,754.0,71.18,30.6,2020-04-15 14:00:00
2534,17.1,977.0,67.57,29.8,2020-04-15 15:00:00
2535,17.5,824.0,65.9,29.9,2020-04-15 16:00:00
2536,15.7,661.0,79.07,28.2,2020-04-15 17:00:00
2537,15.7,267.0,81.25,25.8,2020-04-15 18:00:00
2538,15.5,150.0,81.0,18.8,2020-04-15 19:00:00
2539,15.2,43.0,81.92,20.8,2020-04-15 20:00:00
2540,14.7,37.0,84.04,17.5,2020-04-15 21:00:00
2541,14.6,0.0,86.48,13.9,2020-04-15 22:00:00
2542,14.2,0.0,90.46,9.4,2020-04-15 23:00:00
2543,14.2,0.0,90.74,9.6,2020-04-16 00:00:00
2544,14.5,0.0,91.23,9.3,2020-04-16 01:00:00
2545,14.6,0.0,87.91,14.1,2020-04-16 02:00:00
2546,15.0,0.0,85.93,12.9,2020-04-16 03:00:00
2547,14.0,0.0,98.46,16.8,2020-04-16 04:00:00
2548,13.1,0.0,97.02,16.3,2020-04-16 05:00:00
2549,12.7,0.0,98.84,17.1,2020-04-16 06:00:00
2550,13.2,0.0,97.21,18.7,2020-04-16 07:00:00
2551,13.2,20.0,95.18,16.9,2020-04-16 08:00:00
2552,14.1,134.0,93.13,22.5,2020-04-16 09:00:00
2553,17.0,339.0,81.96,29.3,2020-04-16 10:00:00
2554,17.4,373.0,75.75,31.3,2020-04-16 11:00:00
2555,17.0,471.0,78.59,29.7,2020-04-16 12:00:00
2556,14.1,441.0,91.14,22.7,2020-04-16 13:00:00
2557,16.6,537.0,88.71,25.4,2020-04-16 14:00:00
2558,16.1,460.0,93.79,33.7,2020-04-16 15:00:00
2559,18.1,199.0,77.47,34.1,2020-04-16 16:00:00
2560,17.1,450.0,82.67,38.8,2020-04-16 17:00:00
2561,15.1,335.0,93.88,24.1,2020-04-16 18:00:00
2562,15.6,162.0,93.88,20.7,2020-04-16 19:00:00
2563,15.2,30.0,92.93,21.4,2020-04-16 20:00:00
2564,15.2,5.0,93.41,23.3,2020-04-16 21:00:00
2565,15.2,0.0,92.88,19.2,2020-04-16 22:00:00
2566,15.1,0.0,93.52,20.0,2020-04-16 23:00:00
2567,15.2,0.0,93.55,21.7,2020-04-17 00:00:00
2568,15.2,0.0,91.81,22.9,2020-04-17 01:00:00
2569,15.1,0.0,93.58,22.1,2020-04-17 02:00:00
2570,15.0,0.0,94.37,17.6,2020-04-17 03:00:00
2571,15.1,0.0,92.93,21.0,2020-04-17 04:00:00
2572,14.5,0.0,95.42,22.3,2020-04-17 05:00:00
2573,13.7,0.0,96.39,14.6,2020-04-17 06:00:00
2574,14.0,8.0,96.78,15.3,2020-04-17 07:00:00
2575,14.2,31.0,94.29,16.1,2020-04-17 08:00:00
2576,15.6,181.0,87.68,18.4,2020-04-17 09:00:00
2577,17.0,366.0,81.69,22.6,2020-04-17 10:00:00
2578,18.5,661.0,75.36,22.5,2020-04-17 11:00:00
2579,18.9,831.0,69.01,25.1,2020-04-17 12:00:00
2580,18.6,713.0,69.75,18.1,2020-04-17 13:00:00
2581,19.5,841.0,64.3,23.9,2020-04-17 14:00:00
2582,19.1,901.0,67.07,21.9,2020-04-17 15:00:00
2583,18.6,844.0,60.38,19.2,2020-04-17 16:00:00
2584,17.6,680.0,69.8,18.4,2020-04-17 17:00:00
2585,17.1,495.0,70.72,15.9,2020-04-17 18:00:00
2586,16.6,269.0,75.05,12.1,2020-04-17 19:00:00
2587,15.5,55.0,79.97,12.3,2020-04-17 20:00:00
2588,14.7,0.0,84.33,9.5,2020-04-17 21:00:00
2589,14.2,0.0,88.32,7.8,2020-04-17 22:00:00
2590,13.7,0.0,89.48,2.7,2020-04-17 23:00:00
2591,13.5,0.0,89.49,3.6,2020-04-18 00:00:00
2592,13.1,0.0,91.75,3.2,2020-04-18 01:00:00
2593,13.0,0.0,92.41,0.0,2020-04-18 02:00:00
2594,12.9,0.0,93.73,2.8,2020-04-18 03:00:00
2595,12.8,0.0,91.25,7.0,2020-04-18 04:00:00
2596,12.5,0.0,95.16,3.6,2020-04-18 05:00:00
2597,12.0,0.0,95.13,3.6,2020-04-18 06:00:00
2598,11.9,8.0,95.54,5.8,2020-04-18 07:00:00
